Education,Status,Others,Skin Color,Sex
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Divorced, ?, White, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Sales, White, Male
 Assoc-acdm, Never-married, Prof-specialty, White, Female
 Some-college, Never-married, Protective-serv, Black, Female
 10th, Divorced, Craft-repair, White, Male
 HS-grad, Widowed, Craft-repair, White, Male
 HS-grad, Never-married, Other-service, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Never-married, ?, Black, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Married-spouse-absent, Protective-serv, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Some-college, Never-married, ?, White, Female
 Bachelors, Divorced, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, Black, Male
 HS-grad, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Exec-managerial, White, Male
 Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female
 HS-grad, Divorced, Other-service, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 9th, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Bachelors, Divorced, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Exec-managerial, White, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Never-married, Farming-fishing, White, Male
 Some-college, Never-married, Adm-clerical, Other, Female
 HS-grad, Married-civ-spouse, ?, White, Male
 Some-college, Never-married, Other-service, White, Female
 10th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Widowed, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Exec-managerial, White, Female
 Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Assoc-acdm, Married-civ-spouse, Tech-support, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 Prof-school, Never-married, Prof-specialty, White, Female
 HS-grad, Widowed, Transport-moving, White, Female
 HS-grad, Separated, Handlers-cleaners, White, Male
 HS-grad, Never-married, ?, Amer-Indian-Eskimo, Male
 Bachelors, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, Black, Male
 12th, Never-married, Protective-serv, Black, Male
 Some-college, Divorced, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Other-service, White, Female
 11th, Married-civ-spouse, Other-service, Black, Female
 Some-college, Divorced, Sales, White, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Some-college, Divorced, Sales, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 Assoc-voc, Never-married, Adm-clerical, White, Female
 Some-college, Never-married, Sales, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Assoc-voc, Never-married, Transport-moving, White, Male
 10th, Married-civ-spouse, Craft-repair, Amer-Indian-Eskimo, Male
 11th, Never-married, ?, White, Female
 Some-college, Never-married, Adm-clerical, White, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Divorced, Other-service, White, Female
 HS-grad, Never-married, Sales, White, Male
 Some-college, Widowed, ?, Black, Female
 10th, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Female
 HS-grad, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, ?, Other, Male
 Assoc-acdm, Never-married, Craft-repair, White, Male
 Assoc-acdm, Never-married, Adm-clerical, White, Female
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Protective-serv, White, Male
 Some-college, Never-married, Other-service, Asian-Pac-Islander, Male
 10th, Never-married, Handlers-cleaners, White, Male
 Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male
 Some-college, Never-married, Other-service, White, Female
 HS-grad, Never-married, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Bachelors, Never-married, Prof-specialty, White, Female
 Some-college, Separated, Other-service, Black, Female
 Some-college, Divorced, Craft-repair, White, Female
 Assoc-acdm, Divorced, Craft-repair, White, Male
 HS-grad, Separated, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Tech-support, White, Male
 Assoc-acdm, Married-civ-spouse, Sales, Other, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 1st-4th, Married-civ-spouse, Sales, White, Male
 HS-grad, Married-spouse-absent, Craft-repair, White, Male
 Bachelors, Never-married, Craft-repair, Black, Male
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Some-college, Divorced, Adm-clerical, White, Female
 HS-grad, Never-married, Other-service, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 Some-college, Never-married, Sales, White, Female
 Assoc-acdm, Never-married, Adm-clerical, White, Female
 Bachelors, Never-married, Adm-clerical, White, Female
 Bachelors, Divorced, Farming-fishing, White, Male
 11th, Separated, Craft-repair, White, Male
 Bachelors, Never-married, Protective-serv, Black, Female
 Some-college, Divorced, Adm-clerical, White, Female
 11th, Never-married, Handlers-cleaners, White, Male
 Assoc-acdm, Married-civ-spouse, Sales, White, Male
 7th-8th, Married-civ-spouse, Other-service, White, Male
 HS-grad, Never-married, ?, White, Female
 Bachelors, Never-married, Sales, White, Female
 Bachelors, Never-married, Prof-specialty, White, Female
 Assoc-voc, Never-married, Craft-repair, White, Male
 HS-grad, Never-married, Exec-managerial, White, Male
 Some-college, Married-civ-spouse, ?, White, Male
 Masters, Never-married, Prof-specialty, White, Female
 Some-college, Never-married, Transport-moving, White, Male
 11th, Divorced, ?, White, Male
 Prof-school, Married-civ-spouse, Prof-specialty, White, Female
 Masters, Divorced, Prof-specialty, White, Female
 Assoc-acdm, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female
 10th, Never-married, Priv-house-serv, White, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 Prof-school, Never-married, Prof-specialty, White, Male
 Masters, Never-married, Prof-specialty, White, Male
 Masters, Never-married, Exec-managerial, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 1st-4th, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-spouse-absent, Other-service, White, Female
 Some-college, Married-civ-spouse, Sales, White, Female
 HS-grad, Divorced, Other-service, White, Female
 Some-college, Divorced, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Sales, White, Male
 9th, Married-civ-spouse, Transport-moving, White, Male
 11th, Never-married, Craft-repair, White, Male
 Bachelors, Divorced, Prof-specialty, Black, Male
 HS-grad, Never-married, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 12th, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 1st-4th, Married-civ-spouse, Handlers-cleaners, White, Male
 1st-4th, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Divorced, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Masters, Married-civ-spouse, Sales, White, Male
 HS-grad, Separated, Other-service, Black, Female
 Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male
 Assoc-voc, Married-civ-spouse, Sales, White, Male
 Some-college, Never-married, Handlers-cleaners, White, Male
 10th, Married-spouse-absent, Other-service, Black, Female
 Bachelors, Never-married, Sales, White, Female
 Masters, Married-civ-spouse, Sales, White, Male
 Bachelors, Married-civ-spouse, Exec-managerial, White, Male
 Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Male
 Assoc-acdm, Widowed, Tech-support, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Some-college, Divorced, Craft-repair, White, Male
 HS-grad, Divorced, Sales, Black, Male
 HS-grad, Separated, Transport-moving, White, Male
 HS-grad, Never-married, Handlers-cleaners, Black, Male
 Bachelors, Never-married, Adm-clerical, White, Female
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Never-married, Adm-clerical, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 Assoc-voc, Divorced, Tech-support, Black, Female
 Prof-school, Divorced, Prof-specialty, White, Female
 Some-college, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female
 Some-college, Married-civ-spouse, Sales, White, Male
 12th, Never-married, Other-service, White, Male
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Sales, White, Female
 12th, Separated, Machine-op-inspct, White, Female
 Some-college, Never-married, Handlers-cleaners, White, Male
 Some-college, Never-married, Handlers-cleaners, Black, Male
 HS-grad, Never-married, Tech-support, White, Male
 HS-grad, Never-married, Machine-op-inspct, Black, Female
 12th, Never-married, ?, White, Female
 9th, Never-married, Other-service, White, Male
 Bachelors, Never-married, Adm-clerical, White, Female
 Bachelors, Never-married, Craft-repair, White, Female
 Some-college, Divorced, Exec-managerial, White, Male
 9th, Never-married, Other-service, White, Male
 Bachelors, Divorced, Adm-clerical, Black, Female
 HS-grad, Never-married, Sales, White, Male
 HS-grad, Never-married, Adm-clerical, White, Female
 9th, Married-civ-spouse, Farming-fishing, White, Male
 Some-college, Never-married, Other-service, White, Female
 Assoc-acdm, Widowed, Other-service, White, Female
 Some-college, Divorced, Exec-managerial, White, Female
 Assoc-acdm, Married-civ-spouse, Tech-support, White, Male
 Some-college, Separated, Tech-support, Black, Female
 Bachelors, Married-civ-spouse, Adm-clerical, White, Female
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 11th, Never-married, Other-service, White, Male
 HS-grad, Never-married, Other-service, White, Male
 Some-college, Never-married, Sales, White, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 Doctorate, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Assoc-voc, Married-civ-spouse, Other-service, White, Female
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Transport-moving, White, Male
 7th-8th, Never-married, Other-service, White, Male
 Some-college, Never-married, Prof-specialty, Asian-Pac-Islander, Male
 HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male
 11th, Never-married, Other-service, Black, Male
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Female
 HS-grad, Never-married, ?, Black, Female
 HS-grad, Married-civ-spouse, Farming-fishing, White, Male
 Bachelors, Married-civ-spouse, Adm-clerical, White, Male
 Bachelors, Divorced, Sales, White, Female
 Bachelors, Never-married, Farming-fishing, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, Black, Male
 11th, Married-civ-spouse, Other-service, Black, Female
 Bachelors, Divorced, Exec-managerial, White, Male
 HS-grad, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Male
 HS-grad, Never-married, Craft-repair, White, Female
 Some-college, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Separated, Adm-clerical, White, Female
 Some-college, Divorced, Exec-managerial, White, Female
 Some-college, Never-married, Prof-specialty, White, Male
 Masters, Married-civ-spouse, Exec-managerial, White, Male
 HS-grad, Divorced, Adm-clerical, White, Female
 HS-grad, Married-civ-spouse, ?, White, Male
 Assoc-voc, Married-civ-spouse, Sales, White, Male
 HS-grad, Separated, Machine-op-inspct, Other, Female
 HS-grad, Divorced, Exec-managerial, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 Some-college, Married-civ-spouse, Transport-moving, White, Male
 HS-grad, Never-married, Machine-op-inspct, Black, Male
 Bachelors, Married-civ-spouse, Exec-managerial, Black, Male
 Masters, Never-married, Prof-specialty, White, Female
 HS-grad, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Craft-repair, White, Male
 11th, Never-married, Sales, White, Female
 HS-grad, Divorced, Sales, White, Female
 HS-grad, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Craft-repair, Black, Male
 HS-grad, Never-married, Craft-repair, White, Male
 Some-college, Never-married, Adm-clerical, Black, Female
 HS-grad, Married-civ-spouse, Adm-clerical, White, Male
 HS-grad, Widowed, Other-service, Black, Female
 HS-grad, Married-civ-spouse, Sales, White, Male
 HS-grad, Never-married, Machine-op-inspct, White, Male
 Some-college, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Male
 Assoc-voc, Married-civ-spouse, Craft-repair, White, Male
 HS-grad, Married-civ-spouse, Protective-serv, White, Male
 Some-college, Married-civ-spouse, Protective-serv, White, Male
 Some-college, Never-married, Adm-clerical, White, Female
 Bachelors, Married-civ-spouse, Prof-specialty, White, Male
 HS-grad, Never-married, Adm-clerical, Asian-Pac-Islander, Female
 Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Assoc-acdm, Divorced, Adm-clerical, White, Female
 Bachelors, Divorced, ?, White, Male
 HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male
 Bachelors, Married-civ-spouse, Protective-serv, White, Male
 Assoc-acdm, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male
 Bachelors, Divorced, Sales, White, Male
